track_id,genre
11942,Electronic
11946,Experimental
11947,Experimental
11951,Experimental
12045,Folk
12046,Folk
12047,Folk
12048,Folk
12049,Folk
12050,Folk
12051,Folk
12052,Folk
12053,Folk
12058,Folk
12059,Folk
12060,Folk
12061,Folk
12062,Folk
12064,Folk
12065,Folk
12066,Folk
12067,Folk
12109,International
12146,Pop
12147,Pop
12173,Hip-Hop
12174,Hip-Hop
12179,Pop
12188,Pop
12189,Electronic
12346,Experimental
12348,Folk
12349,Folk
12350,Folk
12351,Folk
12352,Folk
12353,Folk
12355,Folk
12376,Pop
12387,Pop
12390,Pop
12394,Hip-Hop
12481,Folk
12482,Folk
12484,Folk
12485,Folk
12486,Folk
12487,Folk
12488,Folk
12489,Folk
12490,Folk
12508,Folk
12513,Folk
12514,Folk
12518,Pop
12521,Rock
12526,Hip-Hop
12527,Pop
12530,Pop
12531,Hip-Hop
12532,Pop
12537,Pop
12551,Pop
12552,Pop
12654,Pop
12690,International
12691,International
12692,International
12737,Experimental
12985,Folk
12986,Folk
13191,Pop
13197,Pop
13199,Hip-Hop
13201,Hip-Hop
13218,Pop
13220,Pop
13325,Rock
13328,Pop
13362,Pop
13378,Pop
13474,Electronic
13537,International
13538,International
13539,International
13540,International
13556,Rock
13561,Hip-Hop
13562,Electronic
13566,Hip-Hop
13571,Electronic
13578,Experimental
13591,Hip-Hop
13596,Rock
13666,Rock
13668,Electronic
13670,Hip-Hop
13706,Electronic
13707,Electronic
13708,Electronic
13709,Electronic
13710,Electronic
13711,Electronic
13735,Hip-Hop
13747,Hip-Hop
13748,Hip-Hop
13749,Hip-Hop
13767,Hip-Hop
13768,Hip-Hop
13804,Hip-Hop
13927,Folk
13928,Folk
13929,Folk
13930,Folk
14063,Electronic
14208,Electronic
14315,International
14316,International
14317,International
14318,International
14319,International
14320,International
14344,Electronic
14358,Hip-Hop
14363,Hip-Hop
14365,Hip-Hop
14386,Hip-Hop
14391,Hip-Hop
14538,Hip-Hop
14539,Hip-Hop
14541,Hip-Hop
14542,Hip-Hop
14568,Instrumental
14569,Instrumental
14570,Instrumental
14571,Instrumental
14572,Instrumental
14576,Instrumental
14577,Instrumental
14578,Instrumental
14579,Instrumental
14580,Instrumental
14581,Instrumental
14583,Instrumental
14584,Instrumental
14585,Instrumental
14586,Instrumental
14588,Instrumental
14589,Instrumental
14590,Instrumental
14601,International
14602,International
14603,International
14604,International
14653,Rock
14661,Folk
14663,Pop
14684,Folk
14690,Experimental
14693,Folk
14733,Rock
14734,Rock
14735,Rock
14736,Rock
14737,Rock
14738,Rock
14739,Rock
14740,Rock
14741,Rock
14742,Rock
14743,Rock
14744,Rock
14745,Rock
14809,Folk
14869,Electronic
15094,Experimental
15210,Hip-Hop
15464,Experimental
15469,Experimental
15471,Experimental
15475,Experimental
15476,Experimental
15487,International
15488,International
15540,Experimental
15541,Experimental
15542,Experimental
15543,Experimental
15625,Experimental
15769,Electronic
15770,Electronic
15771,Electronic
15772,Electronic
15773,Electronic
15880,International
16095,Pop
16155,Pop
16158,Pop
16162,Hip-Hop
16163,Pop
16334,International
16337,Pop
16338,Pop
16339,Pop
16340,Pop
16354,Rock
16743,International
16744,International
16745,International
16747,International
16819,Rock
16820,Rock
16821,Rock
16822,Rock
16878,Hip-Hop
16879,Hip-Hop
16880,Hip-Hop
16895,Pop
16994,Rock
16995,Rock
16997,Rock
17132,Folk
17344,Pop
17345,Pop
17462,Rock
17491,Hip-Hop
17496,Hip-Hop
17499,Hip-Hop
17500,Hip-Hop
17573,Experimental
17588,Electronic
17605,International
17606,International
17607,International
17608,International
17609,International
17610,International
17611,International
17631,International
17632,International
17633,International
17634,International
17635,International
17636,International
17637,International
17644,Experimental
17735,Rock
17782,Hip-Hop
17884,Electronic
17906,Pop
18031,International
18032,International
18033,International
18034,International
18037,International
18038,International
18039,International
18043,International
18044,International
18112,Experimental
18124,Experimental
18144,Pop
18145,Pop
18146,Pop
18159,Folk
18197,Rock
18350,Folk
18607,Rock
18611,Rock
18876,Experimental
18877,Experimental
18887,Rock
19073,Pop
19074,Pop
19179,Rock
19184,Rock
19187,Rock
19192,Experimental
19412,Pop
19413,Pop
19415,Pop
19416,Pop
19417,Pop
19418,Pop
19420,Pop
19422,Pop
19423,Pop
19425,Pop
19438,Hip-Hop
19439,Hip-Hop
19441,Pop
19442,Pop
19459,International
19673,International
19674,International
19685,Rock
19689,Pop
19707,Folk
19708,Folk
19729,Hip-Hop
19758,Pop
19759,Pop
19760,Pop
19889,International
19890,International
19891,International
20050,Rock
20296,Experimental
20361,Instrumental
20362,Instrumental
20364,Instrumental
20365,Instrumental
20366,Instrumental
20369,Instrumental
20372,Instrumental
20373,Instrumental
20374,Instrumental
20375,Instrumental
20376,Instrumental
20424,Experimental
20432,International
20469,Hip-Hop
20667,Electronic
20704,Pop
20818,Experimental
21058,Experimental
21085,Electronic
21087,Folk
21167,Electronic
21228,Hip-Hop
21231,Pop
21232,Pop
21400,Pop
21401,Pop
21402,Pop
21403,Pop
21404,Pop
21409,Pop
21422,Electronic
21565,Pop
21587,Pop
21657,Pop
21672,Pop
21676,Pop
21677,Pop
21707,Folk
21774,Experimental
21842,Electronic
21859,Rock
21860,Rock
21891,Electronic
21895,Electronic
21995,Pop
21996,Pop
21997,Pop
21998,Pop
21999,Pop
22000,Pop
22001,Pop
22088,Hip-Hop
22091,Hip-Hop
22093,Rock
22094,Hip-Hop
22095,Electronic
22097,Pop
22150,Experimental
22295,Hip-Hop
22296,Hip-Hop
22315,International
22348,Pop
22472,Pop
22473,Pop
22474,Pop
22475,Pop
22476,Pop
22477,Pop
22478,Pop
22479,Pop
22480,Pop
22481,Pop
23010,Electronic
23013,Electronic
23014,Folk
23015,Folk
23016,Electronic
23037,Rock
23039,Pop
23041,Rock
23063,Experimental
23155,International
23156,International
23172,Rock
23329,Experimental
23353,Electronic
23355,Electronic
23371,Folk
23372,Electronic
23505,Electronic
23862,Electronic
24216,Experimental
24217,Experimental
24218,Experimental
24362,International
24363,International
24364,International
24365,International
24366,International
24367,International
24368,International
24369,International
24370,International
24371,International
24418,Hip-Hop
24420,Hip-Hop
24421,Hip-Hop
24422,Hip-Hop
24423,Hip-Hop
24424,Hip-Hop
24425,Hip-Hop
24426,Hip-Hop
24427,Hip-Hop
24428,Hip-Hop
24429,Hip-Hop
24430,Hip-Hop
24431,Hip-Hop
24432,Hip-Hop
24512,Experimental
24515,Experimental
24521,Experimental
24524,Experimental
24698,International
24699,International
24700,International
24701,International
24702,International
24717,International
24720,International
24739,International
24741,International
24742,International
24745,International
24746,International
24747,International
24748,International
24749,International
24842,International
24898,Experimental
24899,Experimental
24901,Experimental
24912,Experimental
24915,Experimental
24917,Experimental
24963,Experimental
24975,Experimental
24983,Experimental
25028,International
25029,International
25030,International
25031,International
25032,International
25033,International
25055,Pop
25063,Experimental
25066,Electronic
25104,Pop
25124,Pop
25215,International
25216,International
25227,International
25232,International
25233,International
25234,International
25235,International
25324,Experimental
25378,Electronic
25601,International
25603,International
25605,International
25606,International
25608,International
25609,International
25668,International
25669,International
25670,International
25795,International
25796,International
25797,International
25802,International
25804,International
26007,Hip-Hop
26008,Hip-Hop
26010,Hip-Hop
26011,Hip-Hop
26012,Hip-Hop
26013,Hip-Hop
26014,Hip-Hop
26016,Hip-Hop
26017,Hip-Hop
26020,Hip-Hop
26021,Hip-Hop
26022,Hip-Hop
26025,Hip-Hop
26026,Hip-Hop
26034,Hip-Hop
26035,Hip-Hop
26036,Hip-Hop
26169,Pop
26174,Pop
26298,Pop
26301,Experimental
26302,Folk
26307,Experimental
26322,Experimental
26464,Folk
26465,Folk
26466,Folk
26583,Experimental
26600,Experimental
26605,Experimental
26629,Electronic
26638,Rock
26639,Rock
26640,Rock
26641,Rock
26642,Rock
26643,Rock
26651,Electronic
26652,Electronic
26653,Electronic
26654,Electronic
26655,Electronic
26656,Electronic
26657,Electronic
26658,Electronic
26659,Electronic
26674,Rock
26681,Rock
26754,Pop
26765,Pop
26859,Electronic
26861,Electronic
26902,Electronic
26904,Electronic
26905,Electronic
26906,Electronic
27164,Pop
27177,Electronic
27194,International
27195,International
27197,International
27198,International
27258,Folk
27406,Electronic
27454,Experimental
27455,Experimental
27456,Experimental
27547,Pop
27548,Pop
27549,Pop
27550,Pop
27551,Pop
27552,Pop
27609,International
27610,International
27611,International
27612,International
27613,International
27667,Electronic
27673,Electronic
27797,Pop
27798,Electronic
27799,Hip-Hop
27802,Pop
27803,Experimental
27804,Folk
27805,Pop
27855,Folk
27856,Folk
27866,Experimental
27945,Experimental
27953,International
27975,International
27978,International
27981,International
27987,International
28070,Rock
28072,Rock
28179,Electronic
28241,Experimental
28260,Rock
28266,Rock
28274,Rock
28375,Experimental
28376,Experimental
28477,Pop
28478,Pop
28479,Pop
28480,Pop
28481,Pop
28482,Pop
28483,Pop
28484,Pop
28485,Pop
28546,Electronic
28548,Electronic
28553,Electronic
28571,Experimental
28608,Pop
28692,Rock
28802,Pop
29037,Electronic
29039,Electronic
29040,Electronic
29041,Electronic
29042,Electronic
29043,Electronic
29044,Electronic
29045,Pop
29128,Pop
29180,Pop
29243,Pop
29245,Pop
29255,Pop
29271,Pop
29272,Experimental
29350,International
29351,International
29355,International
29465,Experimental
29480,Folk
29526,Electronic
29528,Electronic
29530,Electronic
29587,Hip-Hop
29602,Hip-Hop
29673,Electronic
29718,Hip-Hop
29719,Hip-Hop
29720,Hip-Hop
29721,Hip-Hop
29738,Experimental
29739,Experimental
29740,Experimental
29741,Experimental
29742,Experimental
29744,Experimental
29745,Experimental
29746,Experimental
29747,Experimental
29750,Experimental
29752,Experimental
29807,Rock
29813,Rock
29816,Electronic
29961,Hip-Hop
29971,Folk
30041,Hip-Hop
30043,Hip-Hop
30050,Hip-Hop
30056,Hip-Hop
30058,Hip-Hop
30059,Hip-Hop
30090,Experimental
30095,Experimental
30120,Experimental
30196,Instrumental
30198,Experimental
30230,Hip-Hop
30316,Experimental
30486,Pop
30487,Pop
30488,Pop
30519,Electronic
30520,Electronic
30521,Electronic
30522,Electronic
30636,Experimental
30682,Experimental
30690,Experimental
30702,Experimental
30740,Experimental
30895,Electronic
31040,Electronic
31041,Electronic
31042,Electronic
31043,Electronic
31044,Electronic
31165,International
31356,Folk
31389,Folk
31390,Folk
31391,Folk
31392,Folk
31568,Electronic
31807,Folk
31887,International
31888,International
31889,International
31999,Rock
32001,Rock
32021,Rock
32075,Rock
32081,Rock
32218,Electronic
32325,Pop
32326,Pop
32327,Pop
32328,Pop
32329,Pop
32330,Pop
32331,Pop
32332,Pop
32333,Pop
32334,Pop
32335,Pop
32336,Pop
32337,Pop
32338,Pop
32339,Pop
32340,Pop
32433,Electronic
32435,Electronic
32437,Electronic
32438,Electronic
32439,Electronic
32525,Pop
32686,Hip-Hop
32687,Hip-Hop
32689,Hip-Hop
32693,Hip-Hop
32694,Hip-Hop
32695,Hip-Hop
32755,Hip-Hop
32756,Folk
32759,Pop
32760,Pop
32800,Folk
32882,Hip-Hop
33020,Rock
33049,Folk
33050,Folk
33064,Electronic
33067,International
33068,International
33069,International
33070,International
33071,International
33072,International
33123,Electronic
33124,Electronic
33203,Electronic
33216,Electronic
33221,Electronic
33278,Experimental
33415,International
33422,International
33424,International
33426,International
33446,Folk
33459,Rock
33460,Rock
33461,Rock
33465,Rock
33477,Experimental
33486,Experimental
33538,Rock
33992,Rock
34003,Experimental
34147,Folk
34167,Hip-Hop
34257,Experimental
34258,Experimental
34263,Experimental
34484,Folk
34510,Experimental
34511,Pop
34994,Experimental
34996,Experimental
35007,Experimental
35008,Experimental
35182,Pop
35184,Pop
35198,Experimental
35199,Experimental
35204,Experimental
35296,Electronic
35299,Electronic
35443,Folk
35444,Experimental
35462,Experimental
35527,Rock
35534,Rock
35535,Rock
35537,Rock
35539,Rock
35541,Rock
35543,Rock
35544,Pop
35545,Pop
35549,Pop
35550,Pop
35569,Electronic
35571,Rock
35608,Pop
35734,Folk
36096,Electronic
36097,Electronic
36099,Electronic
36143,Electronic
36144,Electronic
36145,Electronic
36146,Electronic
36147,Electronic
36245,Electronic
36257,Electronic
36258,Electronic
36261,Electronic
36272,International
36273,International
36275,International
36277,International
36302,Hip-Hop
36304,Hip-Hop
36322,Folk
36333,Folk
36371,Pop
36380,Electronic
36388,Pop
36428,Electronic
36435,Electronic
36481,Rock
36526,Rock
36560,Pop
36567,Experimental
36614,Pop
36615,Pop
36616,Pop
36618,Pop
36643,Pop
36659,Electronic
36799,Experimental
36959,Pop
36961,Pop
36965,Pop
36966,Pop
36983,Hip-Hop
36984,Hip-Hop
36985,Hip-Hop
36986,Hip-Hop
36987,Hip-Hop
36988,Hip-Hop
36990,Hip-Hop
36992,Hip-Hop
36994,Hip-Hop
36997,Hip-Hop
36998,Electronic
36999,International
37041,Experimental
37111,Instrumental
37113,Instrumental
37119,Instrumental
37121,Experimental
37131,Electronic
37136,Pop
37141,Instrumental
37147,Rock
37324,Pop
37325,Pop
37368,Pop
37369,Pop
37416,Hip-Hop
37417,Hip-Hop
37423,Hip-Hop
37538,Experimental
37592,Rock
37725,Rock
37727,Rock
37730,Rock
37731,Rock
37779,Experimental
37781,Experimental
37784,Experimental
37859,Rock
37911,Instrumental
37920,Electronic
38312,Experimental
38321,International
38323,International
38326,International
38351,International
38352,International
38353,International
38354,International
38361,Folk
38362,Folk
38363,Folk
38365,International
38399,Folk
38435,Rock
38450,Experimental
38522,Rock
38557,Rock
38560,International
38775,International
38776,International
38777,International
38778,International
38779,International
38780,International
38781,International
38782,International
38783,International
38784,International
38785,International
38817,International
38818,International
38819,International
38820,International
38821,International
38822,International
38823,International
38824,International
38825,International
38826,International
38827,International
38828,International
38829,International
38830,International
38833,International
38834,International
38847,Experimental
38859,Experimental
38878,Electronic
38879,Experimental
38880,Experimental
38881,Experimental
38882,Experimental
38884,Experimental
38886,Experimental
38887,Experimental
38888,Experimental
38890,Experimental
38891,Experimental
38892,Experimental
38893,Experimental
38894,Experimental
38895,Experimental
38896,Experimental
38898,Experimental
38899,Experimental
38900,Experimental
38901,Experimental
38902,Experimental
38904,Experimental
38905,Experimental
38906,Experimental
38907,Experimental
38908,Experimental
38910,Experimental
38911,Experimental
38912,Experimental
38914,Experimental
38955,Pop
38961,Pop
38964,Experimental
38965,Experimental
38966,Experimental
38967,Experimental
39188,Experimental
39259,Experimental
39278,Experimental
39291,Electronic
39298,Rock
39316,Experimental
39317,Experimental
39318,Experimental
39357,International
39359,Rock
39378,Experimental
39484,Experimental
39488,Folk
39530,Pop
39605,Electronic
39607,Electronic
39658,Pop
39659,Pop
39660,Pop
39661,Pop
39662,Pop
39663,Pop
39664,Pop
39665,Pop
39666,Pop
39667,Pop
39875,Experimental
39900,Experimental
39904,Experimental
40121,Experimental
40122,Experimental
40123,Experimental
40133,Rock
40134,Rock
40139,Rock
40141,Rock
40147,Experimental
40161,Experimental
40180,Experimental
40182,Experimental
40229,Folk
40230,Folk
40231,Folk
40232,Folk
40233,Folk
40234,Folk
40235,Folk
40236,Folk
40237,Folk
40238,Folk
40239,Folk
40240,Folk
40241,Folk
40242,Folk
40243,Folk
40244,Folk
40245,Folk
40250,Instrumental
40509,Experimental
40525,Hip-Hop
40541,Hip-Hop
40542,Hip-Hop
40598,Experimental
40654,Instrumental
40655,Instrumental
40656,Instrumental
40657,Instrumental
40658,Instrumental
40659,Instrumental
40660,Instrumental
40683,Electronic
40725,Electronic
40842,Electronic
40843,Electronic
40844,Electronic
40845,Electronic
40851,Electronic
40903,Rock
40908,Experimental
40909,Experimental
40938,Rock
40940,Rock
40984,Rock
40985,Rock
40986,Rock
41018,International
41019,International
41020,International
41054,Experimental
41095,Rock
41147,Electronic
41191,Folk
41192,Folk
41310,Folk
41381,Pop
41568,Pop
41570,Folk
41573,Instrumental
41605,Experimental
41709,Experimental
41714,Experimental
41812,Rock
41819,Pop
41820,Pop
41825,Pop
41961,Rock
41962,Rock
41965,Rock
41971,Instrumental
41983,Instrumental
42014,International
42016,International
42017,International
42018,Electronic
42019,Electronic
42020,International
42023,International
42025,International
42029,International
42030,International
42031,International
42040,Hip-Hop
42044,Rock
42045,Hip-Hop
42046,Hip-Hop
42048,Pop
42119,Experimental
42126,Experimental
42129,Experimental
42135,Experimental
42138,Experimental
42139,Experimental
42141,Experimental
42146,Experimental
42234,International
42235,International
42236,International
42238,International
42240,International
42241,International
42243,International
42245,International
42247,International
42310,Rock
42372,Electronic
42373,Electronic
42374,Electronic
42375,Electronic
42376,Electronic
42377,Electronic
42442,Rock
42463,Folk
42475,Rock
42648,Folk
42659,Folk
42751,Pop
42761,Rock
42789,Rock
42844,Rock
42851,Rock
42911,Pop
42914,Pop
42915,Pop
42966,Experimental
42984,Experimental
43016,International
43018,International
43019,International
43020,International
43021,International
43022,International
43023,International
43024,International
43025,International
43026,International
43027,International
43028,International
43029,International
43030,International
43063,Experimental
43172,International
43173,International
43516,International
43517,International
43518,International
43519,International
43520,International
43521,International
43533,International
43534,International
43535,International
43536,International
43585,International
43586,International
43587,International
43588,International
43589,International
43590,International
43592,International
43593,International
43594,International
43595,International
43596,International
43598,International
43599,International
43600,International
43608,Experimental
43621,Folk
43623,Folk
43691,Experimental
43695,International
43696,International
43697,International
43698,International
43699,International
43761,Folk
43765,International
43766,International
43767,International
43768,International
43773,Pop
43796,Folk
43842,Folk
43843,Folk
43844,Hip-Hop
43856,Hip-Hop
43857,Hip-Hop
43858,Hip-Hop
43859,Hip-Hop
43860,Hip-Hop
43861,Hip-Hop
43863,Hip-Hop
43865,Hip-Hop
43866,Hip-Hop
43867,Hip-Hop
43868,Hip-Hop
43869,Hip-Hop
43883,Experimental
43886,Experimental
43899,Hip-Hop
43911,Hip-Hop
43962,Folk
43965,Folk
44092,Electronic
44110,Experimental
44169,Experimental
44236,Hip-Hop
44342,Experimental
44347,Experimental
44354,Experimental
44355,Experimental
44777,Folk
44778,Experimental
44779,Experimental
44780,Experimental
44781,Experimental
44782,Experimental
44791,Experimental
44792,Experimental
44793,Experimental
44794,Experimental
44795,Experimental
44796,Experimental
44797,Experimental
44798,Experimental
44799,Experimental
44800,Experimental
44801,Experimental
44802,Experimental
44803,Experimental
44804,Experimental
44805,Pop
44806,Pop
44809,Pop
44820,International
44821,International
44822,International
44823,International
44848,Experimental
44849,Experimental
44850,Experimental
44851,Experimental
44853,Experimental
44854,Experimental
44917,Rock
44918,Rock
44946,International
44947,International
44948,International
44949,International
44950,International
44951,International
44952,International
45055,Rock
45099,Electronic
45100,Electronic
45101,Electronic
45102,Electronic
45103,Electronic
45119,Pop
45122,Pop
45125,Pop
45126,Pop
45127,Pop
45128,Pop
45149,Electronic
45150,Electronic
45151,Electronic
45152,Electronic
45153,Electronic
45154,Electronic
45335,Pop
45387,Instrumental
45388,Instrumental
45389,Instrumental
45390,Instrumental
45391,Instrumental
45392,Instrumental
45393,Instrumental
45474,Rock
45475,Rock
45508,Electronic
45513,Folk
45514,Folk
45515,Folk
45516,Folk
45517,Folk
45518,Folk
45519,Folk
45520,Folk
45521,Folk
45522,Folk
45523,Folk
45934,Experimental
45941,Experimental
46024,Rock
46043,Experimental
46058,Experimental
46068,Experimental
46078,Hip-Hop
46079,Experimental
46157,Electronic
46158,Electronic
46159,Electronic
46160,Electronic
46161,Experimental
46162,Experimental
46238,Experimental
46241,Experimental
46525,Instrumental
46611,Experimental
46711,Experimental
46717,Experimental
46718,Experimental
46720,Experimental
46726,Hip-Hop
46732,Pop
46733,Pop
46736,Pop
46839,Pop
46840,Pop
46841,Pop
46842,Pop
46844,Pop
46846,Pop
46854,Pop
46855,Pop
